,dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,crm_cd_2,location,lat,lon,weapon_used_cd,weapon_desc,cross_street,crm_cd_3,crm_cd_4
8318,200604868,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,240,6,Hollywood,636,2,850,INDECENT EXPOSURE,0529,29,F,B,203.0,OTHER BUSINESS,IC,Invest Cont,850.0,,6300    HOLLYWOOD                    BL,34.1034,-118.3325,,,,,
8319,200604816,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1145,6,Hollywood,657,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202,61,M,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,745.0,,1000 N  WILTON                       PL,34.0885,-118.3135,,,,,
8320,200704893,2020-01-18T00:00:00.000,2020-01-09T00:00:00.000,1735,7,Wilshire,719,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,43,M,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440.0,,600 N  ROSSMORE                     AV,34.0817,-118.3272,,,,,
8321,200404689,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,300,4,Hollenbeck,462,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 2000 1814 0446 0448 0444 0419 0334 2004,36,F,H,221.0,PUBLIC STORAGE,AA,Adult Arrest,230.0,,600 S  BOYLE                        AV,34.0386,-118.2201,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8322,201104750,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1400,11,Northeast,1124,1,441,THEFT PLAIN - ATTEMPT,0355,0,X,X,248.0,CELL PHONE STORE,AO,Adult Other,441.0,,3000 N  SAN FERNANDO                 RD,34.1133,-118.2443,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8323,201004734,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1400,10,West Valley,1047,2,354,THEFT OF IDENTITY,0377 1817 0923,24,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354.0,,5500    ENCINO                       AV,34.1715,-118.5141,,,,,
8324,200804817,2020-01-18T00:00:00.000,2020-01-08T00:00:00.000,800,8,West LA,881,1,310,BURGLARY,0358 0397 0321 0344 0352 1221 1822,39,F,W,221.0,PUBLIC STORAGE,IC,Invest Cont,310.0,,11600 W  OLYMPIC                      BL,34.0354,-118.446,,,,,
8325,200704908,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1230,7,Wilshire,758,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,79,M,B,104.0,DRIVEWAY,AO,Adult Other,745.0,,1200    WEST                         BL,34.0519,-118.3324,,,,,
8326,201104724,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1845,11,Northeast,1151,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0325,0,X,X,402.0,MARKET,IC,Invest Cont,440.0,,1600 N  VERMONT                      AV,34.0986,-118.2962,,,,,
8327,201004733,2020-01-18T00:00:00.000,2020-01-15T00:00:00.000,1230,10,West Valley,1077,2,354,THEFT OF IDENTITY,0377 1822 0929 1202,63,M,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,354.0,,17500    PALORA                       ST,34.1595,-118.5156,,,,,
8328,200704898,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1710,7,Wilshire,789,2,624,BATTERY - SIMPLE ASSAULT,0342 0446,53,M,H,102.0,SIDEWALK,IC,Invest Cont,624.0,,2000    8TH                          AV,34.0387,-118.326,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8329,200904788,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1640,9,Van Nuys,974,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,404.0,DEPARTMENT STORE,AA,Adult Arrest,442.0,,14600    VENTURA                      BL,34.1547,-118.453,,,,,
8330,200904769,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,347,9,Van Nuys,946,1,310,BURGLARY,0344 1609 0358 1420 0321 0206,47,F,W,249.0,NURSERY/FLOWER SHOP,IC,Invest Cont,310.0,,13700    BURBANK                      BL,34.1722,-118.4312,,,,,
8331,202004759,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,2130,20,Olympic,2025,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,400 S  ALEXANDRIA                   AV,34.0672,-118.2979,,,,,
8332,200804748,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,2130,8,West LA,827,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,11700    MONTANA                      AV,34.055,-118.4671,,,,,
8333,200704822,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1430,7,Wilshire,702,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,SPAULDING                    AV,34.0818,-118.3574,,,CLINTON                      ST,,
8334,200904784,2020-01-18T00:00:00.000,2020-01-16T00:00:00.000,2100,9,Van Nuys,941,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,37,F,H,123.0,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,420.0,,5700    SEPULVEDA                    BL,34.174,-118.4662,,,,,
8335,200704848,2020-01-18T00:00:00.000,2020-01-13T00:00:00.000,1630,7,Wilshire,724,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,33,F,A,254.0,STUDIO (FILM/PHOTOGRAPHIC/MUSIC),IC,Invest Cont,440.0,,7800    BEVERLY                      BL,34.0761,-118.3594,,,,,
8336,200504786,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,2330,5,Harbor,515,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 1813 0444 0913,27,F,W,101.0,STREET,AA,Adult Arrest,626.0,,RONAN                        AV,33.7928,-118.273,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",SANDISON                     AV,,
8337,201104741,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1740,11,Northeast,1142,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,IC,Invest Cont,510.0,,1900    RODNEY                       DR,34.1054,-118.2889,,,,,
8338,200604801,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1430,6,Hollywood,656,1,310,BURGLARY,0344,26,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310.0,,6200    SANTA MONICA                 BL,34.0908,-118.3244,,,,,
8339,201004732,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1400,10,West Valley,1063,2,354,THEFT OF IDENTITY,0377 1822,53,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354.0,,18600    VENTURA                      BL,34.1698,-118.5386,,,,,
8340,201104772,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,2100,11,Northeast,1163,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,58,F,W,108.0,PARKING LOT,IC,Invest Cont,420.0,,1100 N  VERMONT                      AV,34.0932,-118.2939,,,,,
8341,201004718,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,530,10,West Valley,1049,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0445 0447 1218 2004 0913 1817,76,M,H,109.0,PARK/PLAYGROUND,IC,Invest Cont,230.0,,WOODLEY                      AV,34.1796,-118.482,204.0,FOLDING KNIFE,BURBANK                      BL,,
8342,200904776,2020-01-18T00:00:00.000,2020-01-16T00:00:00.000,2230,9,Van Nuys,911,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,IC,Invest Cont,420.0,,PEACH                        AV,34.1921,-118.4684,,,LEMAY                        ST,,
8343,200904783,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1130,9,Van Nuys,932,1,330,BURGLARY FROM VEHICLE,0344 1302 1307,51,F,H,108.0,PARKING LOT,IC,Invest Cont,330.0,,6100    SEPULVEDA                    BL,34.1806,-118.4662,500.0,UNKNOWN WEAPON/OTHER WEAPON,,,
8344,200105210,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1,1,Central,131,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0416 2000 1814,38,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,440.0,626.0,100 S  FIGUEROA                     ST,34.0569,-118.254,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8345,200804825,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,15,8,West LA,892,1,320,"BURGLARY, ATTEMPTED",1501 1822 0398,33,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,320.0,,2400    COOLIDGE                     AV,34.0317,-118.4423,,,,,
8346,200904768,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1500,9,Van Nuys,964,1,330,BURGLARY FROM VEHICLE,0321 1300 1601,47,F,H,108.0,PARKING LOT,IC,Invest Cont,330.0,,14000    RIVERSIDE                    DR,34.1576,-118.438,,,,,
8347,201104755,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,500,11,Northeast,1162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,41,F,O,101.0,STREET,IC,Invest Cont,740.0,,1100 N  MADISON                      AV,34.0909,-118.2893,,,,,
8348,200704852,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,528,7,Wilshire,722,1,310,BURGLARY,0329 1609 0342,0,M,O,203.0,OTHER BUSINESS,IC,Invest Cont,310.0,,8400 W  3RD                          ST,34.073,-118.3731,,,,,
8349,200804852,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,2110,8,West LA,841,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 1609,27,F,W,104.0,DRIVEWAY,IC,Invest Cont,745.0,,1400    BROCKTON                     AV,34.0433,-118.4629,,,,,
8350,200604803,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,230,6,Hollywood,646,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1402 1822 0450,0,X,X,101.0,STREET,IC,Invest Cont,230.0,,SCHRADER,34.0998,-118.3325,106.0,UNKNOWN FIREARM,SELMA,,
8351,201004745,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1500,10,West Valley,1008,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,IC,Invest Cont,420.0,,16600    SHERMAN                      WY,34.2077,-118.4912,,,,,
8352,200704854,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1610,7,Wilshire,734,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,47,M,H,203.0,OTHER BUSINESS,IC,Invest Cont,341.0,,6200 W  3RD                          ST,34.0708,-118.3563,,,,,
8353,201104759,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,743,11,Northeast,1132,1,310,BURGLARY,1601 0344,49,F,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,310.0,,2800 W  HERKIMER                     ST,34.1083,-118.268,,,,,
8354,200604878,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,2000,6,Hollywood,677,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,29,F,W,101.0,STREET,IC,Invest Cont,740.0,,SANTA MONICA,34.0908,-118.3212,,,BEACHWOOD,,
8355,200904787,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1530,9,Van Nuys,919,2,624,BATTERY - SIMPLE ASSAULT,0400 0447 0603,58,M,H,102.0,SIDEWALK,IC,Invest Cont,624.0,,13600    SHERMAN                      WY,34.2012,-118.4294,500.0,UNKNOWN WEAPON/OTHER WEAPON,,,
8356,200804853,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,2110,8,West LA,841,1,480,BIKE - STOLEN,0344 1822,29,M,W,140.0,BALCONY*,IC,Invest Cont,480.0,,1400    BROCKTON                     AV,34.0433,-118.4629,,,,,
8357,201004751,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,2110,10,West Valley,1063,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,M,W,402.0,MARKET,AA,Adult Arrest,442.0,,5500    RESEDA                       BL,34.1703,-118.536,,,,,
8358,200604822,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,120,6,Hollywood,646,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,28,M,H,101.0,STREET,IC,Invest Cont,624.0,,LAS PALMAS,34.1016,-118.3361,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",HOLLYWOOD,,
8359,200404683,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1840,4,Hollenbeck,497,2,900,VIOLATION OF COURT ORDER,2038 0913,33,F,H,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,900.0,,3000    GLENN                        AV,34.0228,-118.2133,,,,,
8360,200404662,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,330,4,Hollenbeck,479,2,901,VIOLATION OF RESTRAINING ORDER,2038,58,F,H,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,901.0,,3500    SISKIYOU                     ST,34.0256,-118.1992,,,,,
8361,200704875,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1458,7,Wilshire,726,2,624,BATTERY - SIMPLE ASSAULT,0448 1310 1302,72,F,W,108.0,PARKING LOT,IC,Invest Cont,624.0,,3RD                          ST,34.0689,-118.344,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",LA BREA                      AV,,
8362,200105246,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,940,1,Central,118,2,624,BATTERY - SIMPLE ASSAULT,0913 0400,42,M,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,624.0,,200 E  BLOOM                        ST,34.0639,-118.2295,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8363,200804854,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1530,8,West LA,852,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1822,38,F,W,101.0,STREET,AO,Adult Other,740.0,,11800    SANTA MONICA                 BL,34.0429,-118.4581,,,,,
8364,200604819,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,2200,6,Hollywood,645,1,330,BURGLARY FROM VEHICLE,1300 1307 1601 1609 0329 0344,34,M,W,101.0,STREET,IC,Invest Cont,330.0,,7000 W  SUNSET                       BL,34.098,-118.3416,,,,,
8365,201004747,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,930,10,West Valley,1028,2,354,THEFT OF IDENTITY,0377 1402 2004 0930 1822,0,F,H,103.0,ALLEY,AA,Adult Arrest,354.0,998.0,VICTORY                      BL,34.1866,-118.4924,,,HAYVENHURST                  AV,,
8366,200105245,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,940,1,Central,118,2,624,BATTERY - SIMPLE ASSAULT,2003 0444 0602 0913 0562,75,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,624.0,,200 E  BLOOM                        ST,34.0639,-118.2295,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8367,200604852,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,20,6,Hollywood,669,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,402.0,MARKET,IC,Invest Cont,745.0,,5300    SANTA MONICA                 BL,34.0929,-118.3048,,,,,
8368,200604835,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,30,6,Hollywood,668,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,25,M,H,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),IC,Invest Cont,624.0,,1100 N  WESTERN                      AV,34.0944,-118.3125,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8369,200704858,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1230,7,Wilshire,765,2,624,BATTERY - SIMPLE ASSAULT,0416 0446,55,F,B,101.0,STREET,IC,Invest Cont,624.0,,LA BREA,34.0459,-118.3454,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",VENICE,,
8370,201004790,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1335,10,West Valley,1045,1,330,BURGLARY FROM VEHICLE,1609 0344,59,F,H,108.0,PARKING LOT,IC,Invest Cont,330.0,,5600    LINDLEY                      AV,34.1723,-118.5273,,,,,
8371,200904791,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,700,9,Van Nuys,905,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,IC,Invest Cont,420.0,,7300    KESTER                       AV,34.203,-118.4575,,,,,
8372,200604800,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,150,6,Hollywood,648,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1402 0329 0601,0,X,X,203.0,OTHER BUSINESS,IC,Invest Cont,745.0,998.0,WILTON,34.1017,-118.3136,,,HOLLYWOOD                    BL,,
8373,200705130,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1110,7,Wilshire,713,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032,29,F,H,252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",IC,Invest Cont,341.0,,400 N  FAIRFAX                      AV,34.0782,-118.3614,,,,,
8374,201004755,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,30,10,West Valley,1021,1,330,BURGLARY FROM VEHICLE,0344 9999,68,M,B,104.0,DRIVEWAY,IC,Invest Cont,330.0,,6600    SHIRLEY                      AV,34.1905,-118.5579,,,,,
8375,201104753,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,830,11,Northeast,1138,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0448 1310,40,F,H,101.0,STREET,AO,Adult Other,626.0,,6100    MESA                         AV,34.1157,-118.1912,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8376,201004759,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,2200,10,West Valley,1027,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0602 0561,58,F,H,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,930.0,,17000    VANOWEN                      ST,34.1975,-118.5099,511.0,VERBAL THREAT,,,
8377,200804829,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1700,8,West LA,881,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1309 1822 0325,0,X,X,203.0,OTHER BUSINESS,IC,Invest Cont,440.0,,12200 W  PICO                         BL,34.0341,-118.4525,,,,,
8378,200804848,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,2230,8,West LA,838,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 1817,32,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,624.0,,800    LEVERING                     AV,34.0645,-118.45,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8379,201004719,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,345,10,West Valley,1025,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000 2002 1814 0913,36,F,W,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,626.0,,17800    SHERMAN                      WY,34.2011,-118.5208,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8380,200305000,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1950,3,Southwest,325,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108.0,PARKING LOT,IC,Invest Cont,420.0,,2600 S  VERMONT                      AV,34.0323,-118.2915,,,,,
8381,201004739,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,418,10,West Valley,1061,1,310,BURGLARY,0216 0321 1420 0344 1609,0,M,W,210.0,RESTAURANT/FAST FOOD,IC,Invest Cont,310.0,,19200    VENTURA                      BL,34.1726,-118.5517,,,,,
8382,200305038,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,2120,3,Southwest,357,1,220,ATTEMPTED ROBBERY,1202 1822 0356 2052 2050 0910,68,M,H,945.0,MTA - EXPO LINE - EXPO/VERMONT,IC,Invest Cont,220.0,,1000    EXPOSITION                   BL,34.0184,-118.2952,500.0,UNKNOWN WEAPON/OTHER WEAPON,,,
8383,200904793,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1150,9,Van Nuys,914,2,623,BATTERY POLICE (SIMPLE),1212 0400 1408 0401 2004 1402,0,M,H,101.0,STREET,AA,Adult Arrest,623.0,998.0,TOBIAS                       AV,34.1976,-118.452,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",HART                         ST,,
8384,200804826,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1125,8,West LA,896,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 0378 2004 1822 1420,0,X,X,402.0,MARKET,IC,Invest Cont,442.0,,9800    NATIONAL                     BL,34.0314,-118.3998,,,,,
8385,200904792,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1455,9,Van Nuys,923,1,210,ROBBERY,0945 0325 1822,0,X,X,402.0,MARKET,AA,Adult Arrest,210.0,,6600    VAN NUYS                     BL,34.1903,-118.4574,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8386,200604844,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1300,6,Hollywood,645,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1402 0400 0430 0342,33,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,230.0,998.0,1600 N  LA BREA                      AV,34.0998,-118.3447,102.0,HAND GUN,,,
8387,200305002,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,300,3,Southwest,332,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0344,25,F,H,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,626.0,,2900    WEST                         BL,34.0276,-118.3417,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8388,200105242,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,400,1,Central,191,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1814 0913 2002 0416 0344,29,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,626.0,,1400    WRIGHT                       ST,34.0396,-118.2726,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8389,200604825,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1730,6,Hollywood,646,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,29,M,B,210.0,RESTAURANT/FAST FOOD,IC,Invest Cont,440.0,,6400    SELMA                        AV,34.0998,-118.3295,,,,,
8390,201104758,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1300,11,Northeast,1162,1,210,ROBBERY,0910 0346 0344 0355 0400 2024 0913,39,M,A,101.0,STREET,IC,Invest Cont,210.0,,SUNSET,34.0982,-118.2918,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",VERMONT,,
8391,200704821,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1100,7,Wilshire,745,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,IC,Invest Cont,420.0,,1000 S  ORANGE                       DR,34.0572,-118.3438,,,,,
8392,201004753,2020-01-18T00:00:00.000,2020-01-17T00:00:00.000,1954,10,West Valley,1097,1,310,BURGLARY,0352 1609 0377 0344,50,F,O,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,310.0,,16400    BOSQUE                       DR,34.1449,-118.4905,,,,,
8393,200804831,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1841,8,West LA,889,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 1822 1420 1309,0,X,X,203.0,OTHER BUSINESS,IC,Invest Cont,442.0,,1800 S  LA CIENEGA                   BL,34.0425,-118.3818,,,,,
8394,200704866,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,155,7,Wilshire,723,1,310,BURGLARY,0324 1604,47,M,A,210.0,RESTAURANT/FAST FOOD,IC,Invest Cont,310.0,,100 N  FAIRFAX                      AV,34.0728,-118.3656,,,,,
8395,200204879,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,125,2,Rampart,212,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 0447 1307,0,F,X,122.0,"VEHICLE, PASSENGER/TRUCK",AA,Adult Arrest,745.0,,WESTMORELAND,34.0777,-118.288,,,OAKWOOD,,
8396,200604815,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1700,6,Hollywood,636,2,940,EXTORTION,1259 2040 2041,15,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,940.0,,1700 N  LAS PALMAS                   AV,34.1016,-118.3361,,,,,
8397,200204877,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,140,2,Rampart,212,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0416 1601 2004 0202 0334 0445 0447 0344 1402,47,M,W,102.0,SIDEWALK,AA,Adult Arrest,230.0,998.0,WESTMORELAND,34.0777,-118.288,312.0,PIPE/METAL PIPE,OAKWOOD,,
8398,200204878,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,135,2,Rampart,212,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0447 1601 2004,37,M,K,102.0,SIDEWALK,AA,Adult Arrest,230.0,,300 N  WESTMORELAND                 AV,34.0763,-118.288,306.0,ROCK/THROWN OBJECT,,,
8399,200604826,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,2230,6,Hollywood,637,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,48,M,B,102.0,SIDEWALK,IC,Invest Cont,624.0,,6200    HOLLYWOOD                    BL,34.103,-118.3225,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
8400,201104745,2020-01-18T00:00:00.000,2020-01-13T00:00:00.000,1700,11,Northeast,1145,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,74,F,W,101.0,STREET,IC,Invest Cont,740.0,,2600    LOCKSLEY                     PL,34.1056,-118.2587,,,,,
8401,200804814,2020-01-18T00:00:00.000,2020-01-18T00:00:00.000,1515,8,West LA,839,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0344 1822 1420,0,X,X,203.0,OTHER BUSINESS,IC,Invest Cont,343.0,,10200    SANTA MONICA                 BL,34.0605,-118.4193,,,,,
